Country,Product,Flow,2021
Morocco,Nuclear,Transport (PJ),0
Morocco,Nuclear,Residential (PJ),0
Morocco,Nuclear,Commercial and public services (PJ),0
Morocco,Nuclear,Other final consumption (PJ),0
Morocco,Renewables and waste,Production (PJ),93.68913729
Morocco,Renewables and waste,Imports (PJ),0
Morocco,Renewables and waste,Exports (PJ),0
Morocco,Renewables and waste,Total energy supply (PJ),93.68913729
Morocco,Renewables and waste,"Electricity, CHP and heat plants (PJ)",-37.2806321
Morocco,Renewables and waste,"Oil refineries, transformation (PJ)",0
Morocco,Renewables and waste,Total final consumption (PJ),54.91993032
Morocco,Renewables and waste,Industry (PJ),4.532298923
Morocco,Renewables and waste,Transport (PJ),0
Morocco,Renewables and waste,Residential (PJ),21.95498886
Morocco,Renewables and waste,Commercial and public services (PJ),28.43264254
Morocco,Renewables and waste,Other final consumption (PJ),0
Morocco,Electricity,Production (PJ),0
Morocco,Electricity,Imports (PJ),2.476944374
Morocco,Electricity,Exports (PJ),-3.064448711
Morocco,Electricity,Total energy supply (PJ),-0.587504336
Morocco,Electricity,"Electricity, CHP and heat plants (PJ)",147.1156067
Morocco,Electricity,"Oil refineries, transformation (PJ)",0
Morocco,Electricity,Total final consumption (PJ),124.3412067
Morocco,Electricity,Industry (PJ),46.21540983
Morocco,Electricity,Transport (PJ),1.124172547
Morocco,Electricity,Residential (PJ),43.40708443
Morocco,Electricity,Commercial and public services (PJ),21.01913439
Morocco,Electricity,Other final consumption (PJ),12.5754013
Morocco,Heat,Production (PJ),0
Morocco,Heat,Imports (PJ),0
Morocco,Heat,Exports (PJ),0
Morocco,Heat,Total energy supply (PJ),0
Morocco,Heat,"Electricity, CHP and heat plants (PJ)",0
Morocco,Heat,"Oil refineries, transformation (PJ)",0
Morocco,Heat,Total final consumption (PJ),0
Morocco,Heat,Industry (PJ),0
Morocco,Heat,Transport (PJ),0
Morocco,Heat,Residential (PJ),0
Morocco,Heat,Commercial and public services (PJ),0
Morocco,Heat,Other final consumption (PJ),0
Senegal,"Coal, peat and oil shale",Production (PJ),0
Senegal,"Coal, peat and oil shale",Imports (PJ),21.791532
Senegal,"Coal, peat and oil shale",Exports (PJ),0
Senegal,"Coal, peat and oil shale",Total energy supply (PJ),21.791532
Senegal,"Coal, peat and oil shale","Electricity, CHP and heat plants (PJ)",-7.008024938
Senegal,"Coal, peat and oil shale","Oil refineries, transformation (PJ)",0
Senegal,"Coal, peat and oil shale",Total final consumption (PJ),14.78348194
Senegal,"Coal, peat and oil shale",Industry (PJ),14.78348194
Senegal,"Coal, peat and oil shale",Transport (PJ),0
Senegal,"Coal, peat and oil shale",Residential (PJ),0
Senegal,"Coal, peat and oil shale",Commercial and public services (PJ),0
Senegal,"Coal, peat and oil shale",Other final consumption (PJ),0
Senegal,"Crude, NGL and feedstocks",Production (PJ),0
Senegal,"Crude, NGL and feedstocks",Imports (PJ),38.19788461
Senegal,"Crude, NGL and feedstocks",Exports (PJ),0
Senegal,"Crude, NGL and feedstocks",Total energy supply (PJ),38.19788461
Senegal,"Crude, NGL and feedstocks","Electricity, CHP and heat plants (PJ)",0
Senegal,"Crude, NGL and feedstocks","Oil refineries, transformation (PJ)",-38.19788461
Senegal,"Crude, NGL and feedstocks",Total final consumption (PJ),0
Senegal,"Crude, NGL and feedstocks",Industry (PJ),0
Senegal,"Crude, NGL and feedstocks",Transport (PJ),0
Senegal,"Crude, NGL and feedstocks",Residential (PJ),0
Senegal,"Crude, NGL and feedstocks",Commercial and public services (PJ),0
Senegal,"Crude, NGL and feedstocks",Other final consumption (PJ),0
Senegal,Oil products,Production (PJ),0
Senegal,Oil products,Imports (PJ),83.02232226
Senegal,Oil products,Exports (PJ),-3.252302053
Senegal,Oil products,Total energy supply (PJ),64.66618107
Senegal,Oil products,"Electricity, CHP and heat plants (PJ)",-39.65282274
Senegal,Oil products,"Oil refineries, transformation (PJ)",37.41408216
Senegal,Oil products,Total final consumption (PJ),56.08545589
Senegal,Oil products,Industry (PJ),1.51028343
Senegal,Oil products,Transport (PJ),45.21286383
Senegal,Oil products,Residential (PJ),8.941811562
Senegal,Oil products,Commercial and public services (PJ),0.371628742
Senegal,Oil products,Other final consumption (PJ),0.048876703
Senegal,Natural gas,Production (PJ),0.254343913
Senegal,Natural gas,Imports (PJ),0
Senegal,Natural gas,Exports (PJ),0
Senegal,Natural gas,Total energy supply (PJ),0.254343913
Senegal,Natural gas,"Electricity, CHP and heat plants (PJ)",-0.254251804
Senegal,Natural gas,"Oil refineries, transformation (PJ)",0
Senegal,Natural gas,Total final consumption (PJ),0
Senegal,Natural gas,Industry (PJ),0
Senegal,Natural gas,Transport (PJ),0
Senegal,Natural gas,Residential (PJ),0
Senegal,Natural gas,Commercial and public services (PJ),0
Senegal,Natural gas,Other final consumption (PJ),0
Senegal,Nuclear,Production (PJ),0
Senegal,Nuclear,Imports (PJ),0
Senegal,Nuclear,Exports (PJ),0
Senegal,Nuclear,Total energy supply (PJ),0
Senegal,Nuclear,"Electricity, CHP and heat plants (PJ)",0
Senegal,Nuclear,"Oil refineries, transformation (PJ)",0
Senegal,Nuclear,Total final consumption (PJ),0
Senegal,Nuclear,Industry (PJ),0
Senegal,Nuclear,Transport (PJ),0
Senegal,Nuclear,Residential (PJ),0
Senegal,Nuclear,Commercial and public services (PJ),0
Senegal,Nuclear,Other final consumption (PJ),0
Senegal,Renewables and waste,Production (PJ),85.6167943
Senegal,Renewables and waste,Imports (PJ),0
Senegal,Renewables and waste,Exports (PJ),0
Senegal,Renewables and waste,Total energy supply (PJ),85.6167943
Senegal,Renewables and waste,"Electricity, CHP and heat plants (PJ)",-6.541904308
Senegal,Renewables and waste,"Oil refineries, transformation (PJ)",0
Senegal,Renewables and waste,Total final consumption (PJ),44.60447155
Senegal,Renewables and waste,Industry (PJ),2.365680164
Senegal,Renewables and waste,Transport (PJ),0
Senegal,Renewables and waste,Residential (PJ),42.23879138
Senegal,Renewables and waste,Commercial and public services (PJ),0
Senegal,Renewables and waste,Other final consumption (PJ),0
Senegal,Electricity,Production (PJ),0
Senegal,Electricity,Imports (PJ),1.135778357
Senegal,Electricity,Exports (PJ),0
Senegal,Electricity,Total energy supply (PJ),1.135778357
Senegal,Electricity,"Electricity, CHP and heat plants (PJ)",22.85591705
Senegal,Electricity,"Oil refineries, transformation (PJ)",0
Senegal,Electricity,Total final consumption (PJ),19.44098293
Senegal,Electricity,Industry (PJ),6.915019363
Senegal,Electricity,Transport (PJ),0
Senegal,Electricity,Residential (PJ),9.010223874
Senegal,Electricity,Commercial and public services (PJ),3.084783998
Senegal,Electricity,Other final consumption (PJ),0.430951511
Senegal,Heat,Production (PJ),0.392139875
Senegal,Heat,Imports (PJ),0
Senegal,Heat,Exports (PJ),0
Senegal,Heat,Total energy supply (PJ),0.392139875
Senegal,Heat,"Electricity, CHP and heat plants (PJ)",0
Senegal,Heat,"Oil refineries, transformation (PJ)",0
Senegal,Heat,Total final consumption (PJ),0
Senegal,Heat,Industry (PJ),0
Senegal,Heat,Transport (PJ),0
Senegal,Heat,Residential (PJ),0
Senegal,Heat,Commercial and public services (PJ),0
Senegal,Heat,Other final consumption (PJ),0
Singapore,"Coal, peat and oil shale",Production (PJ),0
Singapore,"Coal, peat and oil shale",Imports (PJ),19.43932077
Singapore,"Coal, peat and oil shale",Exports (PJ),0
Singapore,"Coal, peat and oil shale",Total energy supply (PJ),19.43932077
Singapore,"Coal, peat and oil shale","Electricity, CHP and heat plants (PJ)",-11.702106
Singapore,"Coal, peat and oil shale","Oil refineries, transformation (PJ)",0
Singapore,"Coal, peat and oil shale",Total final consumption (PJ),8.231671667
Singapore,"Coal, peat and oil shale",Industry (PJ),8.231671667
Singapore,"Coal, peat and oil shale",Transport (PJ),0
Singapore,"Coal, peat and oil shale",Residential (PJ),0
Singapore,"Coal, peat and oil shale",Commercial and public services (PJ),0
Singapore,"Coal, peat and oil shale",Other final consumption (PJ),0
Singapore,"Crude, NGL and feedstocks",Production (PJ),0
Singapore,"Crude, NGL and feedstocks",Imports (PJ),2013.507482
Singapore,"Crude, NGL and feedstocks",Exports (PJ),-27.00399333
Singapore,"Crude, NGL and feedstocks",Total energy supply (PJ),1986.503489
Singapore,"Crude, NGL and feedstocks","Electricity, CHP and heat plants (PJ)",0
Singapore,"Crude, NGL and feedstocks","Oil refineries, transformation (PJ)",-1800.74487
Singapore,"Crude, NGL and feedstocks",Total final consumption (PJ),0
Singapore,"Crude, NGL and feedstocks",Industry (PJ),0
Singapore,"Crude, NGL and feedstocks",Transport (PJ),0
Singapore,"Crude, NGL and feedstocks",Residential (PJ),0
Singapore,"Crude, NGL and feedstocks",Commercial and public services (PJ),0
Singapore,"Crude, NGL and feedstocks",Other final consumption (PJ),0
Singapore,Oil products,Production (PJ),0
Singapore,Oil products,Imports (PJ),4205.727593
Singapore,Oil products,Exports (PJ),-3122.133353
Singapore,Oil products,Total energy supply (PJ),-958.5545418
Singapore,Oil products,"Electricity, CHP and heat plants (PJ)",-8.101462187
Singapore,Oil products,"Oil refineries, transformation (PJ)",1828.609925
Singapore,Oil products,Total final consumption (PJ),519.0044993
Singapore,Oil products,Industry (PJ),145.7025324
Singapore,Oil products,Transport (PJ),85.12029424
Singapore,Oil products,Residential (PJ),1.068128042
Singapore,Oil products,Commercial and public services (PJ),3.232054688
Singapore,Oil products,Other final consumption (PJ),283.8814858
Singapore,Natural gas,Production (PJ),0
Singapore,Natural gas,Imports (PJ),400.3476775
Singapore,Natural gas,Exports (PJ),0
Singapore,Natural gas,Total energy supply (PJ),400.3476775
Singapore,Natural gas,"Electricity, CHP and heat plants (PJ)",-335.8412312
Singapore,Natural gas,"Oil refineries, transformation (PJ)",0
Singapore,Natural gas,Total final consumption (PJ),65.3400884
Singapore,Natural gas,Industry (PJ),58.42719175
Singapore,Natural gas,Transport (PJ),0.117268081
Singapore,Natural gas,Residential (PJ),2.732669932
Singapore,Natural gas,Commercial and public services (PJ),3.947218744
Singapore,Natural gas,Other final consumption (PJ),0.115739899
Singapore,Nuclear,Production (PJ),0
Singapore,Nuclear,Imports (PJ),0
Singapore,Nuclear,Exports (PJ),0
Singapore,Nuclear,Total energy supply (PJ),0
Singapore,Nuclear,"Electricity, CHP and heat plants (PJ)",0
Singapore,Nuclear,"Oil refineries, transformation (PJ)",0
Singapore,Nuclear,Total final consumption (PJ),0
Singapore,Nuclear,Industry (PJ),0
Singapore,Nuclear,Transport (PJ),0
Singapore,Nuclear,Residential (PJ),0
Singapore,Nuclear,Commercial and public services (PJ),0
Singapore,Nuclear,Other final consumption (PJ),0
Singapore,Renewables and waste,Production (PJ),24.5340451
Singapore,Renewables and waste,Imports (PJ),3.4499232
Singapore,Renewables and waste,Exports (PJ),0
Singapore,Renewables and waste,Total energy supply (PJ),27.9839683
Singapore,Renewables and waste,"Electricity, CHP and heat plants (PJ)",-27.9839683
Singapore,Renewables and waste,"Oil refineries, transformation (PJ)",0
Singapore,Renewables and waste,Total final consumption (PJ),0
Singapore,Renewables and waste,Industry (PJ),0
Singapore,Renewables and waste,Transport (PJ),0
Singapore,Renewables and waste,Residential (PJ),0
Singapore,Renewables and waste,Commercial and public services (PJ),0
Singapore,Renewables and waste,Other final consumption (PJ),0
Singapore,Electricity,Production (PJ),0
Singapore,Electricity,Imports (PJ),0
Singapore,Electricity,Exports (PJ),0
Singapore,Electricity,Total energy supply (PJ),0
Singapore,Electricity,"Electricity, CHP and heat plants (PJ)",202.9364485
Singapore,Electricity,"Oil refineries, transformation (PJ)",0
Singapore,Electricity,Total final consumption (PJ),192.540599
Singapore,Electricity,Industry (PJ),74.91887972
Singapore,Electricity,Transport (PJ),10.24056111
Singapore,Electricity,Residential (PJ),29.79972066
Singapore,Electricity,Commercial and public services (PJ),76.75055866
Singapore,Electricity,Other final consumption (PJ),0.830878834
Singapore,Heat,Production (PJ),0
Singapore,Heat,Imports (PJ),0
Singapore,Heat,Exports (PJ),0
Singapore,Heat,Total energy supply (PJ),0
Singapore,Heat,"Electricity, CHP and heat plants (PJ)",0
Singapore,Heat,"Oil refineries, transformation (PJ)",0
Singapore,Heat,Total final consumption (PJ),0
Singapore,Heat,Industry (PJ),0
Singapore,Heat,Transport (PJ),0
Singapore,Heat,Residential (PJ),0
Singapore,Heat,Commercial and public services (PJ),0
Singapore,Heat,Other final consumption (PJ),0
South Africa,"Coal, peat and oil shale",Production (PJ),5416.351163
South Africa,"Coal, peat and oil shale",Imports (PJ),17.95342127
South Africa,"Coal, peat and oil shale",Exports (PJ),-1779.620236
South Africa,"Coal, peat and oil shale",Total energy supply (PJ),3654.684344
South Africa,"Coal, peat and oil shale","Electricity, CHP and heat plants (PJ)",-2266.340727
South Africa,"Coal, peat and oil shale","Oil refineries, transformation (PJ)",0
South Africa,"Coal, peat and oil shale",Total final consumption (PJ),610.9769105
South Africa,"Coal, peat and oil shale",Industry (PJ),392.9775404
South Africa,"Coal, peat and oil shale",Transport (PJ),0
South Africa,"Coal, peat and oil shale",Residential (PJ),109.8607611
South Africa,"Coal, peat and oil shale",Commercial and public services (PJ),52.22870133
South Africa,"Coal, peat and oil shale",Other final consumption (PJ),55.90990337
South Africa,"Crude, NGL and feedstocks",Production (PJ),1.91063362
South Africa,"Crude, NGL and feedstocks",Imports (PJ),323.9333984
South Africa,"Crude, NGL and feedstocks",Exports (PJ),0
South Africa,"Crude, NGL and feedstocks",Total energy supply (PJ),484.0883332
South Africa,"Crude, NGL and feedstocks","Electricity, CHP and heat plants (PJ)",0
South Africa,"Crude, NGL and feedstocks","Oil refineries, transformation (PJ)",-406.2986359
South Africa,"Crude, NGL and feedstocks",Total final consumption (PJ),0
South Africa,"Crude, NGL and feedstocks",Industry (PJ),0
South Africa,"Crude, NGL and feedstocks",Transport (PJ),0
South Africa,"Crude, NGL and feedstocks",Residential (PJ),0
South Africa,"Crude, NGL and feedstocks",Commercial and public services (PJ),0
South Africa,"Crude, NGL and feedstocks",Other final consumption (PJ),0
South Africa,Oil products,Production (PJ),0
South Africa,Oil products,Imports (PJ),681.4836482
South Africa,Oil products,Exports (PJ),-89.45034142
South Africa,Oil products,Total energy supply (PJ),459.1027753
South Africa,Oil products,"Electricity, CHP and heat plants (PJ)",-3.634414542
South Africa,Oil products,"Oil refineries, transformation (PJ)",386.8038903
South Africa,Oil products,Total final consumption (PJ),1012.154491
South Africa,Oil products,Industry (PJ),86.95531007
South Africa,Oil products,Transport (PJ),669.2072514
South Africa,Oil products,Residential (PJ),16.58203493
South Africa,Oil products,Commercial and public services (PJ),6.501388644
South Africa,Oil products,Other final consumption (PJ),232.9085062
South Africa,Natural gas,Production (PJ),1.312900931
South Africa,Natural gas,Imports (PJ),152.0831612
South Africa,Natural gas,Exports (PJ),0
South Africa,Natural gas,Total energy supply (PJ),153.3960663
South Africa,Natural gas,"Electricity, CHP and heat plants (PJ)",0
South Africa,Natural gas,"Oil refineries, transformation (PJ)",0
South Africa,Natural gas,Total final consumption (PJ),79.19625276
South Africa,Natural gas,Industry (PJ),77.80653661
South Africa,Natural gas,Transport (PJ),0.007678591
South Africa,Natural gas,Residential (PJ),0.21865563
South Africa,Natural gas,Commercial and public services (PJ),1.163381929
South Africa,Natural gas,Other final consumption (PJ),0
South Africa,Nuclear,Production (PJ),134.7818173
South Africa,Nuclear,Imports (PJ),0
South Africa,Nuclear,Exports (PJ),0
South Africa,Nuclear,Total energy supply (PJ),134.7818173
South Africa,Nuclear,"Electricity, CHP and heat plants (PJ)",-134.7818173
South Africa,Nuclear,"Oil refineries, transformation (PJ)",0
South Africa,Nuclear,Total final consumption (PJ),0
South Africa,Nuclear,Industry (PJ),0
South Africa,Nuclear,Transport (PJ),0
South Africa,Nuclear,Residential (PJ),0
South Africa,Nuclear,Commercial and public services (PJ),0
South Africa,Nuclear,Other final consumption (PJ),0
South Africa,Renewables and waste,Production (PJ),323.5084592
South Africa,Renewables and waste,Imports (PJ),9.937918271
South Africa,Renewables and waste,Exports (PJ),-5.82844428
South Africa,Renewables and waste,Total energy supply (PJ),327.617929
